Student Age,Income,Demographics,Learning Methods,Listening Skills,Study Hours per Week,Tech Proficiency,Attendance Rate,Time Management Skills,Motivation Level,Family Support,Correct Response Rate,Response Time (ms),Confidence Level,Recommended Learning Path,Intervention Flag,Content Difficulty Level,Number of Tutor Sessions,Engagement with Supplemental Resources,Personalization Score
30,96474,Suburban,Offline,Kinesthetic,16,Advanced,76.64,Poor,8,Medium,0.81,7512,6.9,"Linear Regression, Neural Networks, Deep Learning",True,Easy,3,0.0,0.95
20,54700,Rural,Online,Hearing,31,Advanced,77.95,Poor,3,High,0.81,16053,5.6,"Linear Regression, Neural Networks, Deep Learning",False,Easy,13,0.44,0.08
33,24348,Urban,Offline,Hearing,18,Beginner,73.33,Average,2,Low,0.96,10224,3.3,"Linear Regression, Neural Networks, Deep Learning",False,Hard,9,0.35,0.92
22,35195,Rural,Offline,Kinesthetic,37,Advanced,61.5,Poor,5,Low,0.65,13579,6.0,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,2,0.57,0.98
20,25746,Urban,Hybrid,Visual,35,Beginner,84.35,Good,8,Low,0.77,17073,9.2,"Linear Regression, Neural Networks, Deep Learning",False,Easy,1,0.73,0.14
18,53970,Suburban,Offline,Visual,24,Advanced,86.25,Average,4,High,0.64,11660,9.0,"Linear Regression, Neural Networks, Deep Learning",True,Medium,5,0.0,0.86
33,87131,Rural,Offline,Hearing,10,Advanced,70.61,Average,1,Low,0.64,7257,5.8,"Linear Regression, Neural Networks, Deep Learning",True,Hard,14,0.22,0.02
32,36335,Rural,Offline,Kinesthetic,38,Beginner,97.12,Good,8,High,0.8,15718,9.4,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,6,0.07,0.51
25,62960,Suburban,Hybrid,Hearing,29,Beginner,54.86,Average,7,High,0.81,14813,3.9,"Linear Regression, Neural Networks, Deep Learning",True,Hard,2,0.19,0.75
21,55470,Urban,Offline,Hearing,30,Beginner,94.84,Good,6,High,0.66,13887,10.0,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,3,0.1,0.7
32,80310,Urban,Offline,Visual,35,Beginner,86.0,Average,3,Medium,0.91,4979,3.1,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,11,0.64,0.51
18,44408,Suburban,Hybrid,Kinesthetic,21,Advanced,75.45,Good,1,Medium,0.75,16048,1.8,"Linear Regression, Neural Networks, Deep Learning",False,Easy,4,0.49,0.24
34,79676,Rural,Offline,Kinesthetic,8,Intermediate,71.9,Average,1,Low,0.53,15212,2.6,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,9,0.86,0.83
29,87651,Rural,Offline,Kinesthetic,30,Intermediate,67.01,Average,6,High,0.76,18340,5.3,"Algorithms, Data Structures, System Design",True,Medium,5,0.48,0.03
34,22973,Urban,Offline,Kinesthetic,7,Beginner,93.74,Poor,2,Low,0.87,2765,2.2,"Linear Regression, Neural Networks, Deep Learning",False,Easy,3,0.51,0.24
26,44263,Urban,Hybrid,Kinesthetic,29,Advanced,79.13,Average,8,Medium,0.99,19970,4.6,"Linear Regression, Neural Networks, Deep Learning",False,Medium,14,0.5,0.3
34,30824,Suburban,Hybrid,Hearing,5,Beginner,85.13,Good,6,High,0.78,18638,7.8,"Algorithms, Data Structures, System Design",True,Hard,2,0.66,0.52
24,14834,Suburban,Hybrid,Visual,31,Beginner,83.91,Good,6,Low,0.57,6312,8.8,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,11,0.75,0.02
30,62677,Suburban,Online,Hearing,36,Intermediate,58.67,Poor,1,Low,0.75,7798,4.7,"Linear Regression, Neural Networks, Deep Learning",True,Hard,1,0.38,0.79
28,86339,Rural,Online,Kinesthetic,27,Advanced,72.23,Good,5,Low,0.59,14798,3.0,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,10,0.13,0.2
32,65447,Rural,Online,Hearing,11,Advanced,91.72,Average,2,High,0.8,1844,3.2,"Algorithms, Data Structures, System Design",True,Hard,7,0.68,0.45
22,64982,Rural,Hybrid,Visual,12,Intermediate,61.85,Good,7,Medium,0.88,13378,7.0,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,8,0.4,0.79
29,58188,Suburban,Hybrid,Hearing,3,Advanced,52.57,Average,4,High,0.66,10454,1.3,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,8,0.07,0.42
29,97268,Urban,Offline,Kinesthetic,10,Beginner,83.02,Good,7,Medium,0.84,4811,8.9,"Algorithms, Data Structures, System Design",True,Hard,11,0.52,0.58
23,20362,Urban,Online,Kinesthetic,37,Beginner,64.23,Good,9,High,0.53,11424,6.9,"Linear Regression, Neural Networks, Deep Learning",True,Medium,13,0.04,0.77
32,41541,Rural,Hybrid,Hearing,3,Beginner,85.76,Average,6,Medium,0.97,10799,4.1,"Linear Regression, Neural Networks, Deep Learning",False,Easy,12,0.36,0.3
34,61278,Urban,Online,Visual,26,Advanced,84.13,Good,1,Low,0.68,12843,6.7,"Algorithms, Data Structures, System Design",True,Easy,7,0.23,0.22
20,83335,Rural,Hybrid,Hearing,24,Beginner,57.52,Average,7,High,0.73,9987,8.7,"Algorithms, Data Structures, System Design",True,Easy,0,0.06,0.5
21,42246,Suburban,Online,Kinesthetic,8,Advanced,79.86,Good,1,High,0.65,2000,6.0,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,3,0.24,0.27
33,43860,Rural,Hybrid,Kinesthetic,20,Intermediate,80.19,Poor,3,Low,0.58,9847,8.9,"Algorithms, Data Structures, System Design",False,Hard,2,0.31,0.26
28,25594,Suburban,Online,Hearing,4,Beginner,81.01,Poor,5,Low,0.84,16791,6.6,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,6,0.98,0.63
25,94588,Rural,Online,Hearing,2,Advanced,98.62,Good,1,Low,0.82,7793,7.1,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,9,1.0,0.14
20,40304,Rural,Offline,Hearing,30,Intermediate,74.52,Good,3,Low,0.89,18301,4.8,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,1,0.83,0.76
33,58171,Urban,Online,Visual,36,Advanced,91.98,Average,4,High,0.76,14997,9.9,"Linear Regression, Neural Networks, Deep Learning",True,Medium,2,0.19,0.9
24,59944,Suburban,Hybrid,Kinesthetic,39,Beginner,56.77,Poor,3,Low,0.53,12394,2.5,"Algorithms, Data Structures, System Design",False,Medium,7,0.77,0.72
26,59490,Urban,Hybrid,Visual,9,Beginner,64.56,Average,2,High,0.58,18227,2.0,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,3,0.77,0.15
34,93808,Rural,Online,Hearing,25,Beginner,58.93,Poor,5,Low,0.59,12479,6.9,"Algorithms, Data Structures, System Design",True,Hard,1,0.16,0.18
19,84992,Urban,Offline,Hearing,39,Beginner,95.95,Average,8,High,0.99,17437,1.1,"Linear Regression, Neural Networks, Deep Learning",False,Medium,8,0.95,0.88
28,11727,Urban,Hybrid,Visual,30,Intermediate,60.66,Average,8,Low,0.65,18948,10.0,"Linear Regression, Neural Networks, Deep Learning",True,Easy,5,0.56,0.13
33,38961,Urban,Online,Hearing,13,Advanced,61.27,Average,3,Medium,0.59,9215,3.5,"Algorithms, Data Structures, System Design",False,Hard,8,0.72,0.8
18,21990,Urban,Online,Visual,24,Intermediate,78.04,Average,2,Low,0.66,8817,5.0,"Linear Regression, Neural Networks, Deep Learning",False,Easy,2,0.01,0.14
27,87704,Urban,Offline,Visual,6,Intermediate,51.95,Poor,9,High,0.9,14163,7.4,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,9,0.38,0.84
24,63184,Urban,Offline,Kinesthetic,32,Advanced,61.82,Good,7,High,0.7,12448,1.8,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,7,0.89,0.44
30,30487,Urban,Offline,Hearing,3,Advanced,77.33,Average,4,Medium,0.63,9868,3.7,"Algorithms, Data Structures, System Design",True,Medium,10,0.25,0.26
34,99044,Urban,Offline,Visual,11,Beginner,92.95,Average,4,Low,0.65,18425,7.3,"Linear Regression, Neural Networks, Deep Learning",True,Hard,7,0.03,0.25
22,81659,Urban,Hybrid,Visual,8,Beginner,85.22,Good,3,Medium,0.54,2833,3.1,"Algorithms, Data Structures, System Design",True,Medium,6,1.0,0.57
30,49951,Suburban,Offline,Kinesthetic,6,Intermediate,89.69,Average,5,Medium,0.87,13232,5.4,"Algorithms, Data Structures, System Design",True,Hard,1,0.14,0.18
22,92273,Rural,Hybrid,Kinesthetic,34,Beginner,70.13,Poor,9,High,0.57,15327,1.6,"Algorithms, Data Structures, System Design",True,Easy,14,0.48,0.49
32,70360,Suburban,Online,Visual,3,Beginner,77.8,Average,8,Medium,0.66,13250,8.8,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,10,0.49,0.49
25,14597,Rural,Online,Hearing,18,Beginner,85.38,Good,3,Low,0.94,6022,5.9,"Algorithms, Data Structures, System Design",False,Medium,3,0.02,0.66
32,84326,Rural,Online,Hearing,38,Intermediate,84.31,Good,8,High,0.79,6259,3.4,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,10,0.04,0.83
27,45037,Urban,Offline,Hearing,30,Beginner,52.95,Average,5,Low,0.96,1644,9.6,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,7,0.1,0.56
24,89007,Rural,Hybrid,Kinesthetic,5,Intermediate,67.13,Poor,8,Medium,0.78,18677,3.3,"Algorithms, Data Structures, System Design",False,Hard,10,0.17,0.82
24,88504,Urban,Online,Hearing,36,Advanced,52.95,Average,1,High,0.62,1611,3.2,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,13,0.39,0.12
31,89208,Rural,Online,Visual,35,Advanced,94.78,Good,5,High,0.77,17955,9.9,"Linear Regression, Neural Networks, Deep Learning",True,Medium,13,0.56,0.01
30,87696,Rural,Online,Visual,11,Advanced,95.9,Poor,5,Medium,0.63,2614,9.0,"Algorithms, Data Structures, System Design",False,Medium,0,0.04,0.73
27,13493,Urban,Offline,Hearing,32,Beginner,74.56,Good,6,Low,0.6,14760,9.0,"Algorithms, Data Structures, System Design",True,Easy,11,0.01,0.38
29,94638,Urban,Online,Kinesthetic,26,Beginner,92.39,Average,4,Low,0.52,5790,6.9,"Algorithms, Data Structures, System Design",True,Medium,11,0.34,0.27
33,33049,Rural,Offline,Hearing,37,Advanced,97.91,Average,8,High,0.73,2736,1.9,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,6,0.04,0.22
25,68588,Rural,Offline,Visual,21,Beginner,75.54,Good,1,Low,0.85,10579,1.6,"Linear Regression, Neural Networks, Deep Learning",False,Medium,8,0.79,0.04
27,83021,Rural,Hybrid,Visual,10,Advanced,69.46,Average,1,Medium,0.55,8229,9.1,"Linear Regression, Neural Networks, Deep Learning",False,Easy,11,0.36,0.52
26,37092,Rural,Online,Hearing,22,Beginner,68.07,Poor,5,Medium,0.55,19656,5.4,"Algorithms, Data Structures, System Design",False,Medium,12,0.4,0.72
28,42880,Urban,Online,Kinesthetic,17,Intermediate,59.45,Poor,5,High,0.59,15107,5.7,"Algorithms, Data Structures, System Design",False,Easy,14,0.99,0.17
26,20966,Suburban,Online,Visual,26,Beginner,75.67,Average,1,Low,0.58,4770,8.5,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,1,0.24,0.76
29,45201,Rural,Hybrid,Hearing,12,Advanced,57.1,Poor,6,Low,0.61,14457,8.0,"Algorithms, Data Structures, System Design",False,Medium,3,0.62,0.11
30,80394,Urban,Hybrid,Visual,31,Advanced,97.62,Average,1,Medium,0.58,4648,8.1,"Algorithms, Data Structures, System Design",True,Medium,5,0.95,0.92
27,44783,Rural,Offline,Visual,10,Advanced,95.52,Poor,4,Medium,0.84,9067,1.9,"Algorithms, Data Structures, System Design",False,Easy,7,0.7,0.59
24,55285,Rural,Offline,Kinesthetic,15,Advanced,78.39,Poor,9,Low,0.96,19591,3.7,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,13,0.66,0.54
23,45567,Suburban,Hybrid,Visual,18,Advanced,50.19,Average,1,Low,0.81,12828,4.4,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,2,0.38,0.42
20,59106,Urban,Online,Visual,6,Intermediate,65.56,Good,4,Medium,0.91,10044,7.6,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,0,0.12,0.28
34,73156,Rural,Offline,Kinesthetic,21,Advanced,68.68,Average,4,Low,0.52,6674,9.1,"Linear Regression, Neural Networks, Deep Learning",False,Medium,3,0.53,0.33
27,21932,Rural,Offline,Visual,16,Beginner,69.48,Poor,9,Low,0.63,19987,6.8,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,11,0.69,0.69
22,74632,Suburban,Offline,Visual,38,Beginner,65.84,Average,1,High,0.74,4213,8.3,"Algorithms, Data Structures, System Design",True,Hard,12,0.66,0.64
31,47281,Rural,Online,Visual,1,Beginner,74.17,Poor,1,Low,0.64,15380,6.9,"Linear Regression, Neural Networks, Deep Learning",True,Medium,13,0.22,0.77
30,17497,Urban,Offline,Hearing,13,Advanced,77.38,Poor,2,Medium,0.8,3221,9.8,"Linear Regression, Neural Networks, Deep Learning",True,Hard,14,0.93,0.88
31,55483,Rural,Offline,Hearing,25,Intermediate,69.48,Poor,5,Low,0.69,13295,8.8,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,14,0.21,0.88
27,53792,Urban,Offline,Visual,9,Intermediate,71.57,Poor,7,High,0.73,8042,5.1,"Algorithms, Data Structures, System Design",True,Easy,14,0.42,0.1
27,96705,Rural,Online,Hearing,15,Advanced,50.55,Average,7,Medium,0.85,1019,2.2,"Linear Regression, Neural Networks, Deep Learning",True,Hard,6,0.38,0.02
34,80670,Suburban,Offline,Visual,26,Intermediate,63.92,Average,2,High,0.79,1714,7.2,"Linear Regression, Neural Networks, Deep Learning",False,Easy,4,0.37,0.88
25,51138,Urban,Hybrid,Hearing,36,Advanced,86.61,Good,6,Low,0.81,1194,5.3,"Linear Regression, Neural Networks, Deep Learning",False,Easy,11,0.37,0.29
22,46236,Urban,Online,Hearing,3,Beginner,85.13,Poor,7,High,0.87,8140,8.1,"Algorithms, Data Structures, System Design",False,Medium,8,0.1,0.38
34,87628,Urban,Online,Hearing,8,Intermediate,53.36,Average,3,Medium,0.56,16142,3.9,"Linear Regression, Neural Networks, Deep Learning",True,Hard,14,0.93,0.15
27,88167,Urban,Online,Hearing,16,Advanced,52.7,Average,1,Medium,0.61,6751,9.9,"Linear Regression, Neural Networks, Deep Learning",False,Easy,11,0.57,0.11
26,27160,Rural,Online,Visual,22,Beginner,89.81,Poor,2,High,0.85,4560,5.9,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,9,0.8,0.61
22,78054,Urban,Online,Hearing,10,Advanced,57.98,Poor,6,Medium,0.91,17053,8.4,"Linear Regression, Neural Networks, Deep Learning",True,Easy,9,0.35,0.72
31,42306,Rural,Online,Kinesthetic,2,Advanced,52.04,Poor,2,High,0.71,9485,3.0,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,9,0.24,0.96
32,87650,Urban,Hybrid,Hearing,16,Intermediate,94.48,Average,1,High,0.59,13603,9.7,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,0,0.56,0.99
29,17587,Suburban,Hybrid,Visual,10,Intermediate,52.64,Average,1,High,0.82,3715,9.4,"Linear Regression, Neural Networks, Deep Learning",True,Medium,6,0.38,0.82
33,60717,Rural,Offline,Visual,22,Intermediate,58.51,Average,1,Medium,0.61,5211,8.5,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,6,0.53,0.78
19,81228,Urban,Online,Hearing,29,Advanced,70.67,Average,3,High,0.67,5151,6.9,"Algorithms, Data Structures, System Design",True,Hard,4,0.07,0.94
21,49249,Suburban,Offline,Visual,5,Beginner,54.17,Good,8,Medium,0.73,2853,1.6,"Linear Regression, Neural Networks, Deep Learning",False,Hard,13,0.09,0.46
22,94683,Urban,Hybrid,Visual,37,Advanced,67.4,Good,6,High,0.71,7275,4.8,"Linear Regression, Neural Networks, Deep Learning",False,Hard,2,0.05,0.12
21,68731,Suburban,Offline,Visual,38,Beginner,56.42,Good,3,Low,0.94,16770,2.5,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,13,0.13,0.47
34,62970,Urban,Hybrid,Visual,35,Beginner,57.2,Average,3,Medium,0.76,17444,6.3,"Linear Regression, Neural Networks, Deep Learning",True,Easy,2,0.23,0.31
18,25746,Urban,Online,Visual,8,Beginner,95.67,Average,6,Medium,0.53,19916,9.7,"Algorithms, Data Structures, System Design",False,Medium,0,0.85,0.77
18,48642,Suburban,Offline,Kinesthetic,14,Intermediate,54.14,Average,1,Low,0.76,9668,4.8,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,4,0.31,0.73
27,66704,Suburban,Online,Kinesthetic,15,Beginner,52.49,Good,5,Low,0.58,12091,5.9,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,11,0.25,0.14
32,77269,Urban,Online,Visual,35,Beginner,86.47,Poor,4,Medium,0.79,11821,6.4,"Linear Regression, Neural Networks, Deep Learning",False,Easy,14,0.94,0.26
31,26562,Urban,Hybrid,Hearing,6,Beginner,75.43,Good,3,High,0.83,3969,1.5,"Algorithms, Data Structures, System Design",False,Hard,0,0.04,0.25
31,96948,Urban,Offline,Hearing,20,Intermediate,96.28,Good,7,Low,0.74,19277,6.6,"Algorithms, Data Structures, System Design",False,Easy,0,0.26,1.0
30,68729,Suburban,Online,Kinesthetic,13,Advanced,88.68,Poor,8,Medium,0.56,3290,2.3,"Algorithms, Data Structures, System Design",True,Easy,13,0.63,0.73
33,17223,Suburban,Offline,Kinesthetic,18,Advanced,51.75,Poor,2,Low,0.51,16717,7.2,"Linear Regression, Neural Networks, Deep Learning",True,Hard,7,0.31,0.12
19,83414,Suburban,Hybrid,Hearing,4,Beginner,84.3,Poor,5,Low,0.66,8135,5.8,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,5,0.9,0.21
31,50989,Suburban,Hybrid,Kinesthetic,35,Intermediate,63.8,Poor,1,Low,0.72,17216,2.4,"Algorithms, Data Structures, System Design",True,Easy,12,0.7,0.55
26,90209,Rural,Offline,Hearing,27,Intermediate,81.54,Poor,3,Low,0.67,11041,5.6,"Linear Regression, Neural Networks, Deep Learning",True,Hard,7,0.48,0.87
29,97341,Rural,Hybrid,Visual,17,Beginner,95.91,Average,6,High,0.78,6595,8.6,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,10,0.75,0.09
28,66057,Rural,Online,Hearing,19,Intermediate,82.76,Average,9,Low,0.66,16251,2.6,"Algorithms, Data Structures, System Design",False,Medium,1,0.61,0.32
25,17999,Urban,Offline,Hearing,8,Advanced,77.75,Good,1,Low,0.85,19257,6.8,"Algorithms, Data Structures, System Design",True,Medium,0,0.62,0.0
23,80120,Urban,Offline,Hearing,34,Advanced,62.71,Average,1,Low,0.83,19356,9.6,"Linear Regression, Neural Networks, Deep Learning",False,Hard,8,0.02,0.39
21,88204,Rural,Online,Kinesthetic,30,Beginner,91.62,Good,5,Medium,0.67,7969,1.9,"Algorithms, Data Structures, System Design",True,Medium,0,0.85,0.91
18,88733,Suburban,Offline,Hearing,8,Intermediate,51.31,Poor,1,Low,0.88,8785,6.2,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,9,1.0,0.34
33,21195,Urban,Hybrid,Hearing,18,Intermediate,70.65,Poor,8,Low,0.53,4860,3.0,"Algorithms, Data Structures, System Design",False,Hard,10,0.74,0.46
29,75734,Rural,Hybrid,Kinesthetic,36,Beginner,54.22,Good,1,Medium,0.54,17281,1.5,"Algorithms, Data Structures, System Design",True,Hard,7,0.92,0.86
33,25627,Rural,Hybrid,Visual,30,Advanced,81.85,Average,7,High,0.62,15542,5.4,"Algorithms, Data Structures, System Design",True,Easy,9,0.0,0.46
29,12378,Urban,Online,Visual,7,Beginner,60.71,Good,8,High,0.72,1304,5.0,"Algorithms, Data Structures, System Design",False,Medium,13,0.98,0.37
19,75460,Urban,Online,Hearing,5,Beginner,60.45,Average,6,Medium,0.99,19949,9.1,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,6,0.99,0.83
23,19622,Urban,Hybrid,Visual,27,Advanced,72.53,Average,2,Medium,0.95,14242,8.7,"Algorithms, Data Structures, System Design",False,Easy,4,0.53,0.93
26,50393,Suburban,Offline,Kinesthetic,21,Advanced,83.6,Good,1,Medium,0.74,9424,2.7,"Algorithms, Data Structures, System Design",True,Hard,13,0.8,0.79
23,40150,Suburban,Hybrid,Kinesthetic,19,Beginner,58.22,Average,4,Medium,0.55,10281,2.7,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,6,0.82,0.39
25,86501,Urban,Hybrid,Kinesthetic,5,Beginner,84.57,Average,6,Low,0.95,7050,1.6,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,7,0.28,0.93
22,77584,Suburban,Hybrid,Kinesthetic,29,Intermediate,68.55,Good,8,Low,0.62,6573,8.5,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,9,0.2,0.31
34,81149,Suburban,Offline,Hearing,16,Advanced,68.79,Good,3,Low,0.73,10027,3.0,"Linear Regression, Neural Networks, Deep Learning",False,Easy,5,0.27,0.45
27,36712,Suburban,Online,Visual,39,Intermediate,92.64,Average,5,Medium,0.58,18091,5.4,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,1,0.71,0.2
27,12889,Urban,Online,Visual,14,Intermediate,87.94,Good,1,Medium,0.59,12870,2.2,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,0,0.93,0.14
26,21293,Rural,Offline,Hearing,13,Intermediate,74.92,Good,5,High,0.69,1632,5.5,"Algorithms, Data Structures, System Design",False,Medium,10,0.48,0.12
31,90149,Urban,Hybrid,Hearing,32,Advanced,83.82,Good,8,Low,0.99,15995,1.7,"Algorithms, Data Structures, System Design",False,Easy,7,0.97,0.14
26,79687,Suburban,Offline,Hearing,30,Beginner,82.03,Poor,3,High,0.87,19667,4.4,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,14,0.06,0.47
23,28913,Urban,Online,Visual,11,Beginner,79.98,Average,4,High,0.69,3746,1.0,"Linear Regression, Neural Networks, Deep Learning",False,Medium,7,0.02,0.21
24,99585,Suburban,Offline,Visual,7,Intermediate,83.26,Average,4,High,0.99,2480,5.1,"Algorithms, Data Structures, System Design",False,Hard,12,0.92,0.35
28,20731,Suburban,Offline,Visual,23,Beginner,83.82,Poor,1,Medium,0.68,3393,4.3,"Linear Regression, Neural Networks, Deep Learning",True,Easy,5,0.82,0.57
34,65941,Rural,Hybrid,Hearing,33,Advanced,85.29,Good,8,Medium,0.8,11682,2.9,"Linear Regression, Neural Networks, Deep Learning",False,Medium,7,0.85,0.99
28,13217,Suburban,Hybrid,Hearing,18,Advanced,74.91,Average,3,Low,0.73,15884,3.1,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,5,0.65,0.59
22,43282,Rural,Hybrid,Hearing,8,Advanced,81.42,Good,5,Low,0.96,19790,2.1,"Linear Regression, Neural Networks, Deep Learning",False,Hard,5,0.19,0.56
29,88030,Suburban,Online,Visual,7,Beginner,53.19,Average,8,High,0.76,19963,7.0,"Linear Regression, Neural Networks, Deep Learning",False,Medium,7,0.36,0.4
20,46358,Rural,Hybrid,Hearing,28,Intermediate,73.22,Average,7,High,0.7,3104,1.0,"Algorithms, Data Structures, System Design",False,Hard,5,0.41,0.25
24,57971,Urban,Hybrid,Visual,38,Beginner,53.86,Poor,9,Low,0.71,18765,7.2,"Linear Regression, Neural Networks, Deep Learning",False,Hard,1,0.38,0.59
25,36838,Rural,Online,Visual,28,Beginner,66.25,Poor,1,Medium,0.6,18806,7.8,"Algorithms, Data Structures, System Design",True,Easy,4,0.35,0.23
19,68753,Rural,Hybrid,Kinesthetic,37,Intermediate,92.06,Average,1,Medium,0.95,10605,3.4,"Algorithms, Data Structures, System Design",True,Medium,5,0.25,0.15
28,46840,Rural,Hybrid,Hearing,24,Advanced,59.75,Average,1,Medium,0.69,8828,7.6,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,2,0.25,0.61
32,12792,Suburban,Offline,Visual,26,Intermediate,66.47,Average,5,Medium,0.55,11101,9.2,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,8,0.53,0.34
25,53891,Urban,Hybrid,Kinesthetic,2,Intermediate,72.38,Average,3,Medium,0.6,8523,4.3,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,14,0.26,0.74
29,40513,Rural,Hybrid,Hearing,14,Beginner,78.84,Good,8,Medium,0.86,8787,2.8,"Algorithms, Data Structures, System Design",False,Hard,11,0.61,0.38
21,26713,Suburban,Online,Kinesthetic,34,Advanced,67.74,Good,8,High,0.73,9006,6.6,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,11,0.71,0.45
19,12790,Rural,Hybrid,Kinesthetic,26,Advanced,52.92,Average,5,High,0.62,11867,8.9,"Linear Regression, Neural Networks, Deep Learning",False,Easy,8,0.77,0.75
20,78244,Rural,Offline,Hearing,28,Advanced,50.56,Average,8,High,0.75,6562,5.4,"Linear Regression, Neural Networks, Deep Learning",True,Hard,5,0.88,0.16
33,31602,Suburban,Hybrid,Kinesthetic,4,Intermediate,54.42,Average,4,Low,0.65,6874,4.1,"Algorithms, Data Structures, System Design",False,Easy,2,0.17,0.52
25,90473,Rural,Offline,Kinesthetic,27,Beginner,78.03,Poor,3,Low,0.94,12391,6.1,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,7,0.37,0.88
33,63538,Urban,Offline,Kinesthetic,10,Beginner,86.69,Poor,9,Low,0.62,3527,5.8,"Algorithms, Data Structures, System Design",True,Easy,10,0.32,0.48
24,80767,Urban,Offline,Kinesthetic,1,Advanced,68.15,Good,3,High,0.6,3909,1.6,"Linear Regression, Neural Networks, Deep Learning",True,Medium,6,0.7,0.08
31,23324,Rural,Offline,Hearing,38,Intermediate,85.72,Poor,4,Medium,0.91,6137,9.1,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,8,0.86,0.77
32,19629,Suburban,Offline,Hearing,26,Advanced,90.16,Good,6,Low,0.64,9127,5.8,"Linear Regression, Neural Networks, Deep Learning",False,Medium,8,0.49,0.3
27,33306,Suburban,Online,Hearing,29,Advanced,78.86,Poor,6,Medium,0.53,4435,5.2,"Linear Regression, Neural Networks, Deep Learning",True,Easy,0,0.48,0.6
31,85210,Suburban,Hybrid,Hearing,13,Advanced,67.94,Good,7,High,0.72,5273,1.3,"Algorithms, Data Structures, System Design",True,Medium,5,0.92,0.33
27,42636,Suburban,Offline,Visual,13,Intermediate,80.93,Average,1,Low,0.6,14766,6.7,"Algorithms, Data Structures, System Design",False,Hard,1,0.15,0.3
22,15705,Urban,Offline,Visual,25,Advanced,65.63,Good,5,Medium,0.66,3996,5.4,"Linear Regression, Neural Networks, Deep Learning",False,Hard,1,0.31,0.61
26,22663,Suburban,Online,Visual,24,Intermediate,73.04,Good,7,Medium,0.91,4722,6.9,"Linear Regression, Neural Networks, Deep Learning",False,Easy,7,0.52,0.62
19,24679,Rural,Offline,Hearing,18,Advanced,81.81,Good,5,Low,0.58,1045,3.5,"Algorithms, Data Structures, System Design",True,Hard,1,0.04,0.27
31,90724,Suburban,Hybrid,Kinesthetic,19,Intermediate,94.34,Poor,1,Low,0.64,19224,4.3,"Algorithms, Data Structures, System Design",True,Easy,8,0.46,0.71
27,67711,Rural,Offline,Hearing,3,Advanced,89.9,Poor,8,Medium,0.69,18674,7.0,"Algorithms, Data Structures, System Design",True,Easy,14,0.32,0.56
